index,CompanyID,CompanyName,CompanyFormerName,CompanyAlsoKnownAs,CompanyLegalName,Description,Keywords,TotalRaised,BusinessStatus,OwnershipStatus,CompanyFinancingStatus,Universe,Website,Employees,Exchange,Ticker,CikCode,YearFounded,ParentCompany,FinancingStatusNote,HQLocation,HQAddressLine1,HQAddressLine2,HQCity,HQState_Province,HQPostCode,HQCountry,HQPhone,HQFax,HQEmail,HQGlobalRegion,HQGlobalSubRegion,AlternateOfficeCount,PrimaryContactPBId,PrimaryContact,PrimaryContactTitle,ActiveInvestors,FormerInvestors,FirstFinancingDate,FirstFinancingSize,FirstFinancingSizeStatus,FirstFinancingValuation,FirstFinancingValuationStatus,FirstFinancingDealType,FirstFinancingDealType2,FirstFinancingDealType3,FirstFinancingDealClass,FirstFinancingDebt,FirstFinancingStatus,LastKnownValuation,LastKnownValuationDate,LastKnownValuationDealType,LastFinancingDate,LastFinancingSize,LastFinancingSizeStatus,LastFinancingValuation,LastFinancingValuationStatus,LastFinancingDealType,LastFinancingDealType2,LastFinancingDealType3,LastFinancingDealClass,LastFinancingDebt,LastFinancingDebtDate,LastFinancingDebtSize,LastFinancingStatus,FacebookProfileUrl,TwitterProfileUrl,LinkedInProfileURL,GrowthRate,GrowthRatePercentile,GrowthRateChange,GrowthRatePercentChange,WebGrowthRate,WebGrowthRatePercentile,SocialGrowthRate,SocialGrowthRatePercentile,TwitterGrowthRate,TwitterGrowthRatePercentile,SizeMultiple,SizeMultiplePercentile,SizeMultipleChange,SizeMultiplePercentChange,WebSizeMultiple,WebSizeMultiplePercentile,SocialSizeMultiple,SocialSizeMultiplePercentile,TwitterSizeMultiple,TwitterSizeMultiplePercentile,TwitterFollowers,TwitterFollowersChange,TwitterFollowersPercentChange,ProfileDataSource,PitchBookProfileLink,LastUpdated,second_level_categories,gpt_reasoning
436888,535876-03,Coreway,,,ActiveMind AG,"Developer of digital health app designed to predict the risk of disease flare-ups for chronic inflammatory bowel diseases. The company's technology measures heart rate variability (HRV) and personal stress levels daily, it also provides individual recommendations to influence behavior so that flare-ups are as mild as possible, enabling patients who are affected and those treating them to gain control over the disease.","bowel disease treatment, chronic inflammatory diseases, digital health app, digital therapy application, digital therapy platform, medical dashboard",,Product In Beta Test,Privately Held (backing),Accelerator/Incubator Backed,Pre-venture,www.core-way.de,3,,,,2022,,"The company joined Exist Federal Ministry of Economics and Energy on July 29, 2023 and received funding in the form of grant. Earlier, the company joined OHA Beteiligungsgesellschaft as part of its Batch 3 on June 24, 2023. Previously, the company joined Medical Innovations Incubator as a part of its 4C Accelerator Program on April 27, 2023.","Gmund, Austria",Bischof-Keppler-Strasse 9,Schwabisch,Gmund,,,Austria,,,info@dieyanaapp.de,Europe,Western Europe,,366794-38P,Hanna Schuler,Co-Founder,3,,04/27/2023,,,,,Accelerator/Incubator,,,Other,,Completed,,,,07/29/2023,,,,,Accelerator/Incubator,,,Other,,,,Completed,,,https://www.linkedin.com/company/core-way,0,15,0,0,0,13,,,,,0.04,3,0,0,0.04,3,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=535876-03,01/01/2024,['Digestive diseases'],"The company focuses on digital health apps for chronic inflammatory bowel diseases, which fall under digestive diseases."
439686,53745-67,BDC,,,Biomedical Development Corp.,"Operator of a biomedical company intended to develop and sell medical products. The company offers various medical products including a breathable skin masque, a mouth rinse and a software platform for managing bipolar disorder, enabling customers to improve their health and well-being.","beauty products, digital therapeutics, medical product producer, medical products, mouth cleanser, skincare products",,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.biodevcorp.com,9,,,,1984,,"The company received $1.81 million of grant funding from National Institutes of Health on September 1, 2021.","Lexington, KY",A274 ASTeCC,145 Graham Avenue,Lexington,Kentucky,40506,United States,+1 (210) 374-1230,,info@biodevcorp.com,Americas,North America,1,40016-98P,Phyllis Siegel JD,Founder & Chief Executive Officer,3,,01/01/2007,,,,,Later Stage VC,,,Venture Capital,,Completed,,,,09/01/2021,1.814852,Actual,,,Grant,,,Other,,,,Completed,https://www.facebook.com/BioDevCorp,https://twitter.com/biomed_dc,https://www.linkedin.com/company/biomedical-development-corporation,0,15,0,0,0,13,0,25,0,25,1.32,58,0,0,3.5,77,0.1,18,0.1,18,26,0,0,PitchBook Research,https://my.pitchbook.com?c=53745-67,01/01/2024,"['Mental disorders', 'Sense organ diseases']","The company offers a software platform for managing bipolar disorder (mental disorders) and products like a mouth rinse and skin masque, which relate to sense organ diseases."
440180,537566-86,Holon Health,,Holon,"Holon Health, Inc.","Operator of a bio-psych-social care company intended to offer digital therapeutics. The company's application augments mental health and SUD (substance use disorder) treatment while promoting healthy activities and lifestyle, enabling patients to achieve improved health.","behavioral therapy, cognitive behavioral therapy, mental health issues care, social healthcare, substance use disorder, substance use disorder monitoring, substance use disorder treatment",0.2,Generating Revenue,Privately Held (backing),Angel-Backed,Pre-venture,www.holonhealth.com,6,,,1996066,2023,,"The company raised $200,000 of angel funding from undisclosed investors on October 4, 2023.","Richmond, VA",3540 Pump Road,Suite 1188,Richmond,Virginia,23233-1115,United States,+1 (804) 955-5246,,info@holonhealth.com,Americas,North America,,369142-84P,Jason Herzog,Co-Founder & Chief Executive Officer,,,10/04/2023,0.2,Actual,,,Angel (individual),Angel (individual),,Individual,,Completed,,,,10/04/2023,0.2,Actual,,,Angel (individual),Angel (individual),,Individual,,,,Completed,,,https://www.linkedin.com/company/holon-health-inc,0,15,0,0,0,13,,,,,0.02,1,0,0,0.02,1,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=537566-86,01/01/2024,"['Mental disorders', 'Substance use disorders']",The company provides digital therapeutics for mental health and substance use disorder (SUD) treatment.
441317,537988-96,MedPGx,,,MedPGx LLC,"Operator of a precision diagnostics marketplace platform intended to provide a menu of pharmacogenomic and other diagnostics to order tests and review results online. The company's platform connects pharmacists, consumers, and payers with a network of laboratories to access pharmacogenetic, digital therapeutic, and other diagnostics essential for personalizing pharmacy care.","pharmacogenomics testing, precision diagnostic, precision diagnostic platform, precision diagnostic product, precision diagnostic technology, precision diagnostics, precision diagnostics cloud platform",,Generating Revenue,Privately Held (no backing),Corporation,Pre-venture,www.medpgx.com,5,,,,2022,,,"San Diego, CA",,,San Diego,California,,United States,,,contactus@medpgx.com,Americas,North America,,370016-65P,William Barre,Co-Founder and Chief Innovation & Clinical Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/company/medpgx,,,,,,,,,,,,,,,,,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=537988-96,11/01/2023,['Other non-communicable diseases'],"The company provides a precision diagnostics platform, which is not specific to any particular disease category but supports personalized pharmacy care."
441577,53809-66,Orexo,,,Orexo AB (publ.),"Orexo AB has operations in Sweden and the United States. Operations are monitored and presented in the segments US Pharma, Digital Therapeutics (DTx) and HQ & Pipeline. The majority is from the US Pharma segment. Geographically, the majority is derived from the United States. US Pharma includes the commercialization of fully owned pharmaceuticals in the United States market. Digital Therapeutics include the commercialization of Orexo's groundbreaking evidence-based digital therapeutics, mainly in the United States market, which is in an early development stage. HQ &Pipeline include the Development of pharmaceuticals performed at Orexo's headquarters in Uppsala, Sweden.","drugs delivery technology, gastric ulcer, insomnia treatment, pharmaceutical",64.6349013,Generating Revenue/Not Profitable,Publicly Held,Formerly VC-backed,"Publicly Listed, Venture Capital",www.orexo.com,118,STO,ORX,,1995,,"The company raised SEK 339.75 million in its initial public offering on the Nasdaq OMX Nordic Exchange - Stockholm under the ticker symbol of ORX on November 9, 2005. A total of 3,775,000 shares were sold at SEK 90 per share. After the offering, there was a total of 13,347,250 outstanding shares priced at SEK 90 per share, valuing the company at SEK 1.2 billion. The underwriters were granted an option to purchase up to an additional 555,000 shares from the company to cover over-allotments, if any. The over-allotment options were exercised partially by the underwriters.","Uppsala, Sweden",PO Box 303,,Uppsala,,751 05,Sweden,+46 (0)187808800,,info@orexo.se,Europe,Northern Europe,,53999-92P,Nikolaj Sørensen,Chief Executive Officer & President,,7,01/17/2003,21.95471544,Actual,,,Early Stage VC,Series B,,Venture Capital,,Completed,150.9041353,11/09/2005,IPO,11/09/2005,42.68018586,Actual,150.9041353,Estimated,IPO,,,Public Investment,,,,Completed,,https://twitter.com/OrexoABpubl,https://www.linkedin.com/company/orexo-ab,-0.22,12,-0.08,-57.71,-0.58,10,0.02,73,0.02,73,9.36,90,-0.08,-0.88,20.92,95,2.25,64,2.25,64,593,0,0,PitchBook Research,https://my.pitchbook.com?c=53809-66,01/01/2024,"['Digestive diseases', 'Mental disorders']",The company is involved in insomnia treatment (mental disorders) and gastric ulcer treatment (digestive diseases).
445238,539443-72,Finehealthcare,,,"Finehealthcare Co., Ltd","Operator of a teledermatology company intended to offer healthcare services that include digital therapeutics. The company offers to connect medical spaces from hospitals to homes using artificial intelligence technology, enabling users to provide virtual healthcare.","teledermatology, teledermatology platform, teledermatology services, teledermatology solution, virtual healthcare services, virtual healthcare solutions",,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.finehealthcare.ai,,,,,2020,,"The company raised an undisclosed amount of seed funding from K-Bio Bridge and Center for Creative Economy and Innovation on July 30, 2021.","Seoul, South Korea","7th Floor, Cheongdam Building",704 Seolleung-ro,Seoul,Gangnam-gu,6069,South Korea,+82 (0)2 565 2920,+82 (0)2 518 4958,,Asia,East Asia,,373024-45P,Shin Hyun-kyung,Chief Executive Officer,2,,07/30/2021,,,,,Seed Round,Seed Round,,Venture Capital,,Completed,,,,07/30/2021,,,,,Seed Round,Seed Round,,Venture Capital,,,,Completed,https://www.facebook.com/finehc,,,0,15,0,0,0,13,,,,,0.01,1,0,0,0.01,1,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=539443-72,01/01/2024,['Skin and subcutaneous diseases'],"The company offers teledermatology services, which are related to skin and subcutaneous diseases."
446195,539696-26,Beanbag Health,,Beanbag,Beanbag Health Limited,"Developer of a therapy-based application designed to provide accessible, evidence-informed, and scientifically backed support for all eating disorders and reduce inpatient admissions. The company's application combines the evidence base with human connection for recovery from eating and body image issues through various recovery programs that are uniquely positioned to support and motivate patients in their recovery process.","behavioural science, binge eating, digital health, digital therapeutics, mental health, mental health care, psychotherapy services, therapy app",,Generating Revenue,Privately Held (no backing),Corporation,Pre-venture,www.beanbaghealth.com,4,,,,2022,,,"London, United Kingdom",1 Champion Grove,,London,England,SE5 8BW,United Kingdom,+44 (0)80 0952 5210,,hello@beanbaghealth.com,Europe,Western Europe,,373433-77P,Simon Tucker,"Founder, Chief Executive Officer & Board Member",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/Beanbaghealth,https://www.linkedin.com/company/beanbaghealth,0,15,0,0,0,13,,,,,0.01,1,0,0,0.01,1,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=539696-26,01/01/2024,"['Mental disorders', 'Nutritional deficiencies']","The company focuses on therapy for eating disorders, which are related to mental health and nutritional deficiencies."
447078,539946-10,Psychae Therapeutics,,,Psychae Therapeutics Pty Ltd,Devloper of pharmaceutical-grade DMT-based medicines and therapies intended to transform the lives of those facing prolific and insidious mental illnesses. The company created a tailored psychological therapeutic treatment model with digital therapeutics support and an extraction technique to derive and standardize primary active ingredients at pharmaceutical purity levels. enabling patients to improve their quality of life.,"ayahuasca drugs, biotechnology research, dmt test, psychedelic medicine, psychedelic research, psychotherapeutic model",4.5,Clinical Trials - Phase 1,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.psychae.bio,,,,,2022,,"The company raised $4.5 million of venture funding from Tin Alley Ventures and The University of Melbourne on November 15, 2023.","Carlton, Australia",700 Swanston Street,,Carlton,Victoria,3053,Australia,,,team@psychae.bio,Oceania,Oceania,,374112-19P,Daniel Perkins,Co-Founder & Co-Chief Executive Officer,3,,,2,Actual,,,Grant,,,Other,,Completed,,,,11/15/2023,4.5,Actual,,,Early Stage VC,,,Venture Capital,,,,Completed,,,https://www.linkedin.com/company/psychae-therapeutics,,,,,,,,,,,,,,,,,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=539946-10,12/01/2023,['Mental disorders'],"The company develops DMT-based medicines for mental illnesses, focusing on psychedelic medicine for mental health treatment."
449404,541027-45,Sky Therapeutics,,,,Operator of a digital therapeutics company intended to churn out scientifically-rigorous and personalised digital therapies. The company is currently operating in stealth mode.,"digital therapeutics, digital therapeutics company, digital therapeutics platform, stealth company, stealth firm, stealth operations",,Stealth,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.sky-therapeutics.com,,,,,2022,,The company raised venture funding from Wamda Capital on an undisclosed date.,,,,,,,United States,,,,Americas,North America,,375911-02P,Shad Faraz MD,Co-Founder,2,,08/12/2022,,,,,Angel (individual),Angel (individual),,Individual,,Completed,,,,,,,,,Early Stage VC,,,Venture Capital,,,,Completed,,,,0,15,0,0,0,13,,,,,0.03,2,0,0,0.03,2,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=541027-45,01/01/2024,['Other'],The company operates in stealth mode and does not specify a particular disease focus.
449515,541054-99,Tesu Health,,,Tesu Saglik Teknolojileri A.S.,"Operator of a prescription digital therapeutics platform intended to revolutionize chronic disease management with personalized and effective software-based therapies. The company's platform offers evidence-based and clinically validated digital therapeutics that target the root causes of chronic diseases, enabling customers to achieve sustainable improvements in their health and well-being without the need for traditional medications.","chronic disease prevention, chronic disease therapy, cognitive behavioral therapy, digital therapeutics company, digital therapeutics platform developer, digital therapeutics software, prescription software",,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.tesuhealth.com,3,,,,2021,,"The company raised seed funding from undisclosed investors on November 6, 2023 putiing the company's post money valyuation at $2.5 million. The funds will be used by the company for the development of innovative software therapies for chronic diseases, further solidifying its position at the forefront of this transformative field.","Istanbul, Turkey",Sanayi Mahallesi Teknopark Bulvari Number 1/4C,Ic Kapi Number Z08 Pendik,Istanbul,,34906,Turkey,+90 (0)538 415 8378,,info@tesuhealth.com,Middle East,Middle East,1,375483-97P,Hasan Avcu MD,Co-Founder & Chief Executive Officer,,,11/06/2023,,,2.5,Actual,Seed Round,Seed Round,,Venture Capital,,Completed,2.5,11/06/2023,Seed Round,11/06/2023,,,2.5,Actual,Seed Round,Seed Round,,Venture Capital,,,,Completed,https://www.facebook.com/100083017374744,https://twitter.com/TesuHealth,https://www.linkedin.com/company/tesuhealth,0,15,0,0,0,13,,,,,1.06,53,0,0,1.06,53,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=541054-99,01/01/2024,['Other non-communicable diseases'],"The company provides digital therapeutics for chronic disease management, but does not specify which chronic diseases, making it a broad category."
449843,541132-93,Escol,,,"Beijing Escol Gene Biotechnology Co., Ltd.","Developer and provider of scientific research services and medical services intended for the field of genetic testing and molecular diagnosis. The company's services include single-gene genetic disease carrier screening, newborn screening, reproductive health testing, pathogen detection, early tumor screening and precision medication, digital cognitive therapy and other clinical application fields, enabling the healthcare industry to leverage overall single gene genetic disease carrier screening services to effectively help families.","genetic testing, health testing, medical services, molecular diagnostics, pathogen detection, reproductive health, scientific research services",,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.aomeigene.com,45,,,,2015,,"The company raised an undisclosed amount of venture funding from SPDB International on October 17, 2023.","Beijing, China","Room 501, Floor 5, Building 13","No. 26 Yongwang West Road, Daxing District",Beijing,,102600,China,+86 (0)10 6810 7551,,tongyj@aomeigene.com,Asia,East Asia,,376748-74P,Bin Li,General Manager,1,,10/17/2023,,,,,Later Stage VC,,,Venture Capital,,Completed,,,,10/17/2023,,,,,Later Stage VC,,,Venture Capital,,,,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=541132-93,01/01/2024,"['Neoplasms', 'Reproductive health']","The company provides services related to genetic testing, reproductive health, and early tumor screening, which align with Neoplasms and Reproductive health (part of Maternal and neonatal disorders)."
450152,541208-53,AT&C,,,"AT&C Co., Ltd.",Developer of wireless power transmission and reception devices designed to offer wireless equipment and bio-digital therapeutics. The company is currently operating in Stealth Mode.,"wireless equipment, wireless equipment manufacturer, wireless power, wireless power systems, wireless power transmission, wireless power transmission system",,Stealth,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.atnci.com,,,,,2008,,The company raised seed funding from KOC Partners on an undisclosed date.,"Gunpo-si, South Korea","6th floor, Hanwoong Building","35 Gongdan-ro 140beon-gil, Gyeonggi-do",Gunpo-si,,,South Korea,,,,Asia,East Asia,,361003-96P,Jong-Won Lee,Representative,1,,,,,,,Seed Round,Seed Round,,Venture Capital,,Completed,,,,,,,,,Seed Round,Seed Round,,Venture Capital,,,,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=541208-53,01/01/2024,['Other'],"The company focuses on wireless power transmission and bio-digital therapeutics, which do not directly align with any specific GBD disease categories."
451120,541488-07,Sentur,,,"Integrated Mental Health Technologies, LLC","Developer of psychotherapeutic trauma-treatment techniques with technology designed for humanity. The company offers balanced experience professionally while prioritizing the mental and physical health and promotes healing and social change, enabling customers to transform their suffering into thriving.","digital therapeutics, digital therapeutics software, mental health care, mental health care platform, mental peace, psychotherapeutic care, trauma treatment",,Startup,Privately Held (backing),Angel-Backed,"Pre-venture, Venture Capital",www.sentur.app,4,,,,2020,,"The company is reportedly seeking seed funding from undisclosed investors. Additionally, the company raised an undisclosed amount of angel funding from Alexandra Mechkova, Boyko Iaramov and Hristo Borisov on December 6, 2023. Hristo Kosev and 3 individual investors also participated in the round.","Centennial, CO",7120 East Orchard Road,Suite 370,Centennial,Colorado,80111,United States,,,contact@sentur.app,Americas,North America,,376517-44P,Sarah Houy,Co-Founder & Co-Chief Executive Officer,7,,12/06/2023,,,,,Angel (individual),Angel (individual),,Individual,,Completed,,,,,,,,,Seed Round,Seed Round,,Venture Capital,,,,Upcoming,https://www.facebook.com/SenturApp,https://twitter.com/SenturApp,https://www.linkedin.com/company/sentur,,,,,,,,,,,,,,,,,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=541488-07,01/01/2024,['Mental disorders'],"The company develops digital therapeutics for mental health care, focusing on trauma treatment and mental peace, which aligns with Mental disorders."
457273,54693-55,Akili Interactive,,Akili,"Akili Interactive Labs, Inc.",Akili Inc is a digital medicine company pioneering the development of cognitive treatments through game-changing technologies.,"cognitive therapy, digital prescription platform, digital therapeutics, digital therapeutics platform, digital therapeutics software, digital treatment, healthcare industry, prescription digital",441.999996,Generating Revenue/Not Profitable,Publicly Held,Formerly VC-backed,"Publicly Listed, Venture Capital",www.akiliinteractive.com,66,NAS,AKLI,1850266,2011,,"The company (NAS:AKLI) received an undisclosed amount of development capital from Evidity Health Capital, PureTech Health, JAZZ Venture Partners, Omidyar Technology Ventures, Polaris Partners, Social Capital Suvretta Holdings I, Apeiron Investment Group, Averill Strategy, and Temasek Holdings on August 19, 2022, through a private placement. Concurrently, the company acquired Social Capital Suvretta Holdings I t through a reverse merger, resulting in the combined entity trading on the NASDAQ market under the symbol AKLI on August 19, 2022. Previously, the company raised $160 million of Series D venture funding in a deal led by Neuberger Berman on May 26, 2021, putting the company's pre-money valuation at $300 million. 16 other investors also participated in this round.","Boston, MA",125 Broad Street,5th Floor,Boston,Massachusetts,2110,United States,+1 (415) 419-5503,,info@akiliinteractive.com,Americas,North America,1,41022-10P,Eddie Martucci Ph.D,Board Member,12,19,02/19/2012,8.5,Actual,12.75,Actual,Early Stage VC,Series A,,Venture Capital,,Completed,779,08/19/2022,Reverse Merger,08/19/2022,163,Actual,,,PIPE,,,Corporate,,05/26/2021,,Completed,https://www.facebook.com/akiliinteractive,https://twitter.com/akililabs,https://www.linkedin.com/company/akili-interactive-labs-inc-,-1.15,5,-0.03,-2.59,-1.36,6,-0.05,9,-0.05,9,17.73,94,0.06,0.32,18.15,94,15.37,89,15.37,89,4057,1,0.02,PitchBook Research,https://my.pitchbook.com?c=54693-55,01/01/2024,['Neurological disorders'],"The company develops cognitive treatments through digital therapeutics, which are related to cognitive and neurological functions, aligning with Neurological disorders."
463915,55550-08,DarioHealth,LabStyle Innovations,Dario,DarioHealth Corp.,"DarioHealth Corp is a digital health company. It offers user-centric a multi-chronic condition digital therapeutics platform that delivers personalized and dynamic interventions driven by data analytics and one-on-one coaching for diabetes, hypertension, weight management, musculoskeletal pain, and behavioral health. DarioHealth serves customers globally.","adapters device, blood sugar test, diabetes monitoring, diabetic, diabetic testing, laboratory testing technology",188.230243,Generating Revenue/Not Profitable,Publicly Held,Formerly VC-backed,"Private Equity, Publicly Listed, Venture Capital",www.dariohealth.com,252,NAS,DRIO,1533998,2011,,"The company (NAS:DRIO) received $14.3 million of development capital from undisclosed investors on May 2, 2023 through a private placement.","New York, NY",18 West 18th Street,,New York,New York,10011,United States,+1 (833) 914-3796,,dpo@mydario.com,Americas,North America,1,154572-85P,Zvi Ben David,Chief Financial Officer,9,10,10/28/2011,0.805,Actual,,,Early Stage VC,,,Venture Capital,,Completed,24.993927,03/07/2016,Public Investment 2nd Offering,05/02/2023,14.3,Actual,,,PIPE,,,Corporate,,,,Completed,https://www.facebook.com/DarioHealth,https://twitter.com/DarioHealth,https://www.linkedin.com/company/dariohealth,-1.19,5,-0.01,-0.93,-3.6,2,-0.06,7,-0.06,7,372.13,100,-0.03,-0.01,22.43,95,32.79,93,32.79,93,8657,-2,-0.02,PitchBook Research,https://my.pitchbook.com?c=55550-08,01/01/2024,"['Diabetes and kidney diseases', 'Musculoskeletal disorders', 'Mental disorders']","The company offers digital therapeutics for diabetes, hypertension, musculoskeletal pain, and behavioral health, aligning with Diabetes and kidney diseases, Musculoskeletal disorders, and Mental disorders."
465996,55983-25,ViO HealthTech,"Medical Prediction, Fertility Focus",,viO HealthTech Limited,"Manufacturer and developer of a cycle monitoring system designed to predict ovulation, confirm ovulation, and help with the broader management of women's health issues. The company's platform connects patient data to the clinician with added AI interpretation allowing for screening and remote monitoring of therapeutic interventions and its sensors allow skin and vaginal measurement of core body temperature, with a full cycle and patient-logged events, enabling women to manage their cycle and detect if they have fertility problems.","cycle monitoring system, digital therapeutics, endometriosis test, fertility diagnostics, fertility monitoring, fertility treatment, infertility diagnostics, infertility issue, miscarriages prevention, ovulation test, pcos management, pregnancy monitoring, women's health",11.60351307,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.viohealthtech.com,13,,,,2005,,"The company raised GBP 1.51 million of venture funding from Perivoli Innovations Trust, The FSE Group and other undisclosed investors on October 8, 2021, putting the company's pre-money valuation at GBP 6.51 million.","Camberley, United Kingdom",377-399 London Road,"Unit 211, Basepoint Business Centre, Surrey",Camberley,England,GU15 3HL,United Kingdom,,,info@ovusense.com,Europe,Western Europe,1,12931-75P,Christine Soden,Chief Financial Officer & Board Member,12,,08/25/2005,,,,,Spin-Off,,,Corporate,,Completed,10.97378632,10/08/2021,Later Stage VC,10/08/2021,2.06196666,Actual,10.97378632,Actual,Later Stage VC,,,Venture Capital,,,,Completed,https://www.facebook.com/100075728121443,https://twitter.com/viohealthtech,https://www.linkedin.com/company/vioht,0,15,0,0,0,13,0,25,0,25,0.52,37,0,0,0.94,50,0.07,14,0.07,14,19,0,0,PitchBook Research,https://my.pitchbook.com?c=55983-25,01/01/2024,['Maternal and neonatal disorders'],"The company focuses on fertility diagnostics and women's health, which are part of Maternal and neonatal disorders."
467448,56244-07,D-Nav,,,"Hygieia, Inc.","Developer of a diabetes insulin guidance system designed to autonomously adjust insulin doses directly to the patient. The company's technology automatically interprets patient data and independently initiates insulin management that helps people with type 2 diabetes adjust their insulin doses according to their body's changing insulin needs, enabling patients to monitor their diabetes levels digitally and maximize insulin effectiveness resulting in improved glycemic control.","diabetes care, diabetes insulin guidance, diabetes management, digital health, digital therapeutics, insulin management, insulin therapy",34.24502,Generating Revenue,Privately Held (backing),Venture Capital-Backed,"Debt Financed, Venture Capital",www.d-nav.com,52,,,1445455,2008,,"The company raised $3.34 million of venture funding in the form of convertible debt from undisclosed investors on February 6, 2023.","Livonia, MI",17187 North Laurel Park Drive,Suite 230,Livonia,Michigan,48152,United States,+1 (734) 743-2838,,info@hygieia.com,Americas,North America,,58007-26P,Eran Bashan Ph.D,Chief Executive Officer & Chairman,7,1,01/01/2011,0.34,Actual,,,Grant,,,Other,,Completed,26.24412,02/13/2017,Later Stage VC,05/03/2023,22,Actual,,,Later Stage VC,Series B,,Venture Capital,,09/28/2020,,Completed,https://www.facebook.com/dnavsystem,https://twitter.com/dnavsystem,https://www.linkedin.com/company/hygieia-inc,0,15,0,0,0,13,0,25,0,25,0.25,19,0,0,0.59,40,0,1,0,1,1,0,0,PitchBook Research,https://my.pitchbook.com?c=56244-07,01/01/2024,['Diabetes and kidney diseases'],"The company develops a diabetes insulin guidance system, which directly aligns with Diabetes and kidney diseases."
467641,56273-23,Propeller Health,Asthmapolis,Propeller,Reciprocal Labs Corporation,"Developer of a digital health platform intended to improve the management of the chronic respiratory disease. The company's platform offer sensors, mobile application, analytics, and services to support respiratory health management and store users' data in a cloud computing infrastructure, enabling users to set up medication reminders and alerts, while sharing their data with their physician and family members.","asthma care, asthma control, digital therapeutics, digitally-guided therapy, health sensors technology, mobile health",64.499999,Generating Revenue,Acquired/Merged (Operating Subsidiary),Formerly VC-backed,Venture Capital,www.propellerhealth.com,90,,,1552548,2010,ResMed,"The company was acquired by ResMed (NYS: RMD) for $242.9 million on January 6, 2019. Previously, the company raised $20 million of Series C1 venture funding in a deal led by AptarGroup (NYSE: ATR) on May 30, 2018, putting the company's pre-money valuation at $120 million. McKesson Ventures and 6 other investors also participated in the round. The funds will be used for further development of additional connected medicines for the treatment of chronic respiratory diseases, such as injectables for severe asthma, and expansion into new therapeutic areas, which may include immunology, diabetes, migraine, and other diseases with high unmet medical needs.","Madison, WI",1 South Pinckney Street,Suite 610,Madison,Wisconsin,53703,United States,+1 (877) 251-5451,,hello@propellerhealth.com,Americas,North America,1,75735-91P,Bradley Towle,"Senior Vice President, Business Development",,13,09/06/2011,,,,,Seed Round,Seed Round,,Venture Capital,,Completed,242.9,01/06/2019,Merger/Acquisition,01/06/2019,242.9,Actual,242.9,Actual,Merger/Acquisition,,,Corporate,,,,Completed,https://www.facebook.com/PropellerHealth,https://twitter.com/propellerhealth,https://www.linkedin.com/company/propellerhealth,,,,,,,,,,,,,,,,,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=56273-23,06/01/2023,['Chronic respiratory diseases'],"The company develops a digital health platform for managing asthma, a chronic respiratory disease, aligning with Chronic respiratory diseases."
